id,question_id,survey_type,topic_category,topic,question_title,question_english,question_korean,answer_type,audio_url,audio_generated_at,audio_voice
49,SEL_OTR_N_C2_06,선택형,일반,해외여행,어릴 적 방문했던 해외 국가와 인상 깊었던 점 설명하기,Think about another country that you visited when you were young. Describe what this other country was like with lots of details. What were your impressions of that place?,"어릴 때 방문했던 다른 나라가 있다면, 그 나라가 어땠는지 구체적으로 설명해 주세요. 그곳에서 받았던 인상이나 기억에 남는 점이 있다면 함께 말씀해 주세요.",past_experience_childhood,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_OTR_N_C2_06.wav,2025-10-01 15:20:01.018+00,Aoede
50,SEL_OTR_N_C2_07,선택형,일반,해외여행,해외여행 중 예상치 못한 사건 경험 자세히 말하기,"Sometimes, something out of the ordinary happens while traveling. I wonder if you have ever experienced anything surprising, unexpected or unusual while on a trip. Tell me about the story of that experience in detail. Start by telling me when and where you were traveling. And then, tell me all the details of that experience, especially what happened that made it so unforgettable.","여행을 하다 보면 예상치 못한 일이나 특별한 일이 생기기도 하죠. 여행 중에 겪었던 놀랍거나 잊지 못할 경험이 있다면, 언제 어디서 그런 일이 있었고, 그때 무슨 일이 있었는지 최대한 자세하게 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_OTR_N_C2_07.wav,2025-10-01 15:20:27.441+00,Aoede
51,SEL_OTR_N_C2_08,선택형,일반,해외여행,본인 또는 지인의 해외여행 중 에피소드 전체 설명하기,"Tell me a specific story about a time that you or someone you know travelled outside of your country. Perhaps, something happened that was funny, interesting, frightening, etc. Tell me the story of what happened from beginning to end.","본인이나 아는 사람이 해외여행 중에 겪었던 재미있거나, 흥미로웠거나, 무서웠던 일화가 있다면, 그 일이 어떻게 시작되어 어떻게 끝났는지 처음부터 끝까지 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/SEL_OTR_N_C2_08.wav,2025-10-01 15:03:11.001+00,Aoede
52,COM_FUR_N_C2_01,공통형,일반,가구,집에 있는 가구 중 좋아하는 것 설명하기,Tell me about the furniture you have in your home. Is there a piece that is your favorite?,"집에 있는 가구에 대해 말씀해 주세요. 그 중에서 가장 좋아하는 가구가 있다면 무엇인지, 왜 좋아하는지도 말씀해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FUR_N_C2_01.wav,2025-10-01 15:25:39.671+00,Aoede
53,COM_FUR_N_C2_02,공통형,일반,가구,평소 가구를 어떻게 사용하는지 말하기,Tell me about how you use your furniture on a typical day. What kinds of things do you do with your furniture?,"평소에 집에서 가구를 어떻게 사용하는지, 하루 일과 속에서 가구를 어떤 식으로 활용하는지 이야기해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FUR_N_C2_02.wav,2025-10-01 15:03:25.658+00,Aoede
54,COM_FUR_N_C2_03,공통형,일반,가구,어릴 적 가구와 지금 가구 비교 설명하기,Tell me about the furniture that you had in your childhood home. Was there anything different from the furniture that you have today? Describe for me what your home looked like at that time.,"어릴 때 살던 집에 있었던 가구에 대해 이야기해 주세요. 지금 집의 가구와 다른 점이 있었는지, 그 시절 집은 어떤 모습이었는지 함께 설명해 주세요.",comparison,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FUR_N_C2_03.wav,2025-10-01 15:25:51.974+00,Aoede
55,COM_FUR_N_C2_04,공통형,일반,가구,가구 문제 생긴 경험과 해결 방법 설명하기,"Sometimes, problems arise when it comes to furniture. Things might break, the fabric might get stained or ripped. Tell me about a time when you had a problem with a piece of furniture. Tell me everything that happened and how you fixed the problem.","가구와 관련해서 문제가 생겼던 경험이 있다면 이야기해 주세요. 예를 들어, 고장이 났거나, 얼룩이 생겼거나, 망가졌던 적이 있다면 그 상황과 어떻게 해결했는지 모두 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FUR_N_C2_04.wav,2025-10-01 15:26:13.712+00,Aoede
56,COM_FAM_N_C3_01,공통형,일반,가족/친구,자주 보는 가족/친구 한 명 묘사하기,Can you describe a friend or a family member you see often? Who is he or she? What is he or she like?,"자주 보는 친구나 가족 한 명을 소개해 주세요. 그 사람은 누구이고, 어떤 사람인지 이야기해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_N_C3_01.wav,2025-10-01 15:26:21.356+00,Aoede
57,COM_FAM_N_C3_02,공통형,일반,가족/친구,자주 방문하는 가족/친구 설명하기,Tell me about a family or friends you like to visit? Who are these people? What are they like?,"자주 찾아가는 가족이나 친구가 있다면, 그 사람들에 대해 말씀해 주세요. 그분들은 어떤 분들인가요?",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_N_C3_02.wav,2025-10-01 15:26:38.102+00,Aoede
58,COM_FAM_N_C3_03,공통형,일반,가족/친구,가족/친구 방문 시 하는 활동 말하기,Tell me about the kinds of things you typically do when you visit friends or family? Do you eat? Talk? Or play together? What are some popular activities when you get together?,"가족이나 친구 집에 놀러 갔을 때 주로 무엇을 하는지, 같이 식사하거나 대화를 나누거나, 함께 하는 인기 있는 활동이 있다면 말씀해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_N_C3_03.wav,2025-10-01 15:26:49.772+00,Aoede
59,COM_FAM_N_C3_04,공통형,일반,가족/친구,가족/친구와 자주 함께 하는 활동과 그 이유 말하기,"When you get together with friends or family, what kinds of things do you like to do together and why?","친구나 가족과 만났을 때 주로 무엇을 하며, 왜 그런 활동을 함께 하는지 이야기해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_N_C3_04.wav,2025-10-01 15:42:33.485+00,Aoede
60,COM_FAM_N_C3_05,공통형,일반,가족/친구,최근 가족/친구와 만난 날의 전체 일정 설명하기,Tell me about the last time when you got together with your friends or family. Who was there and when was it? Tell me everything you did that day from beginning to end.,"가족이나 친구들과 최근에 만났던 날에 대해 이야기해 주세요. 언제, 누구를 만났고, 그날 하루 동안 어떤 일들을 했는지 처음부터 끝까지 말씀해 주세요.",past_experience_recent,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_N_C3_05.wav,2025-10-01 15:42:48.157+00,Aoede
61,COM_FAM_N_C3_06,공통형,일반,가족/친구,가족/친구 방문 경험 전체 상황 설명하기,Talk about a time when you visited a friend or a family member. What did you do when you visited them? What was memorable about that visit? Tell me everything from beginning to end.,"친구나 가족을 방문했던 경험 중 한 가지를 떠올려서, 그때 어떤 일을 했고, 특별히 기억에 남는 점이 있었다면 모두 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_N_C3_06.wav,2025-10-01 15:43:47.675+00,Aoede
62,COM_FAM_N_C3_07,공통형,일반,가족/친구,가족/친구와 함께한 특별한 행사 전체 설명하기,Could you tell me about a special event or a holiday you celebrated with your family or friends? Tell me all about that event or the holiday from beginning to end.,"가족이나 친구들과 함께 보냈던 특별한 행사나 명절이 있다면, 그때의 일정을 처음부터 끝까지 모두 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_N_C3_07.wav,2025-10-01 15:44:09.466+00,Aoede
63,COM_FAM_N_C3_08,공통형,일반,가족/친구,어릴 적 가족/친구 방문 경험과 인상 설명하기,Tell me about an early memory you had when you visited friends or family. Describe your impression for me. Where did you go? Who did you visit? What was the experience like?,"가족이나 친구 집을 방문했던 어린 시절의 기억 중 하나를 말씀해 주세요. 어디로, 누구를 만나러 갔고, 그때 어떤 느낌이 들었는지 이야기해 주세요.",past_experience_childhood,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FAM_N_C3_08.wav,2025-10-01 15:44:35.404+00,Aoede
64,COM_HEA_N_C2_01,공통형,일반,건강,건강한 사람들이 먹는 음식 종류 말하기,Tell me about the kinds of foods healthy people eat. What foods are they? Where do they buy these foods?,건강한 사람들이 주로 먹는 음식에는 어떤 것들이 있는지 말씀해 주세요. 그런 음식들은 어디에서 구할 수 있나요?,description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_N_C2_01.wav,2025-10-01 15:44:57.812+00,Aoede
65,COM_HEA_N_C2_02,공통형,일반,건강,근처 건강식품점 묘사하기,Tell me about a local health food store in your neighborhood. What does this place like?,집 근처에 있는 건강식품 전문점이나 가게에 대해 말씀해 주세요. 그곳은 어떤 분위기인가요?,description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_N_C2_02.wav,2025-10-01 15:45:15.242+00,Aoede
66,COM_HEA_N_C2_03,공통형,일반,건강,건강한 지인의 특징 설명하기,Tell me about someone you know who is very healthy. What is this person like?,"주변에 건강을 잘 챙기는 사람이 있다면, 그 사람은 어떤 사람인지, 어떤 습관이 있는지 소개해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_N_C2_03.wav,2025-10-01 15:45:33.236+00,Aoede
67,COM_HEA_N_C2_04,공통형,일반,건강,본인의 건강 관리 방법 전부 설명하기,Tell me about all the things you do in order to stay healthy.,건강을 유지하기 위해 평소에 어떤 일들을 하는지 모두 말씀해 주세요.,routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_N_C2_04.wav,2025-10-01 15:45:55.951+00,Aoede
68,COM_HEA_N_C2_05,공통형,일반,건강,건강한 사람들의 식습관 전체 말하기,"What are the eating habits of healthy people? What do they usually eat during the week, for breakfast, lunch, dinner, snacks, etc?","건강한 사람들의 식습관은 어떤지, 평일에 주로 뭘 먹는지(아침, 점심, 저녁, 간식 등) 구체적으로 이야기해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_N_C2_05.wav,2025-10-01 15:46:22.11+00,Aoede
69,COM_HEA_N_C2_06,공통형,일반,건강,건강해지기 위해 시도한 변화 경험 설명하기,Tell me about a time when you or someone you know did something new to become healthier. Maybe it was playing a sport or eating healthier food. Tell me about this change in detail.,"본인이나 아는 사람이 건강을 위해 새로운 시도를 해본 적이 있다면, 예를 들어 운동을 시작하거나 식습관을 바꾼 경험 등, 그 변화에 대해 자세히 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_N_C2_06.wav,2025-10-01 15:46:44.929+00,Aoede
70,COM_HEA_N_C2_07,공통형,일반,건강,어릴 적과 지금의 식습관 차이 설명하기,How have the eating habits of healthy people changed since you were a child? Was the healthy diet same as it is now? Describe in detail the major differences.,"건강한 사람들의 식습관이 어릴 때와 비교해서 어떻게 달라졌는지, 예전과 지금의 건강식이 어떻게 다른지 구체적으로 설명해 주세요.",comparison,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_N_C2_07.wav,2025-10-01 15:47:08.737+00,Aoede
71,COM_HEA_N_C2_08,공통형,일반,건강,건강과 관련된 본인의 경험 전체 설명하기,"Tell me about a specific incident related to being healthy that happened to you. Maybe you went to hunt for a restaurant, try to cook a healthy dish or began an exercise program. Tell me the story from beginning to end.","건강과 관련된 인상 깊었던 경험이나 에피소드가 있다면, 예를 들어 건강식 레스토랑을 찾으러 다녔다거나, 새로운 운동을 시작했던 일 등을 처음부터 끝까지 자세히 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_N_C2_08.wav,2025-10-01 15:47:34.434+00,Aoede
72,COM_HEA_N_C2_09,공통형,일반,건강,어릴 적 건강 유지 방식과 지금의 변화 비교하기,Ideas about what good health is and how to maintain it change frequently. What did people do to maintain good health when you were a child? What was considered to be a healthy diet at that time? How did people usually exercise? Describe how our ideas of what means to be healthy have changed over time.,"건강을 지키는 방법이나 건강의 기준이 시대마다 달라지는데요, 어릴 때는 사람들이 건강을 위해 주로 어떤 식단이나 운동을 했고, 그때와 지금은 어떻게 달라졌는지 이야기해 주세요.",comparison,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_HEA_N_C2_09.wav,2025-10-01 15:48:07.231+00,Aoede
